id;name;status;landingUrl;coverImageUrl;createdAt
72;SportZone Home & Living Summer Hot Picks – Week 43 (AT) 2025;1;https://example.com/campaigns/72;https://example.com/images/campaign-72.jpg;2025-10-11 12:44:59
73;PetPal Electronics Winter Member Offer – Week 26 (PL) 2026;1;https://example.com/campaigns/73;https://example.com/images/campaign-73.jpg;2026-03-16 15:09:43
74;MarketPlus Pets Spring Clearance – Week 8 (AT) 2025;0;https://example.com/campaigns/74;https://example.com/images/campaign-74.jpg;2025-12-28 13:17:39
75;PetPal Sports Autumn Member Offer – Week 47 (CH) 2026;1;https://example.com/campaigns/75;https://example.com/images/campaign-75.jpg;2025-02-03 06:43:22
76;BuildIt Fashion Summer Price Drop – Week 41 (AT) 2025;1;https://example.com/campaigns/76;https://example.com/images/campaign-76.jpg;2026-10-27 04:33:08
77;FreshMart Sports Autumn Clearance – Week 23 (FR) 2025;0;https://example.com/campaigns/77;https://example.com/images/campaign-77.jpg;2025-05-01 20:19:51
78;PetPal Grocery Summer Hot Picks – Week 33 (SE) 2026;1;https://example.com/campaigns/78;https://example.com/images/campaign-78.jpg;2026-05-27 02:20:03
79;BeautyBox DIY Summer Mega Savings – Week 45 (ES) 2026;0;https://example.com/campaigns/79;https://example.com/images/campaign-79.jpg;2025-04-30 14:24:53
80;FreshMart Sports Spring Clearance – Week 13 (PL) 2026;1;https://example.com/campaigns/80;https://example.com/images/campaign-80.jpg;2025-05-04 13:24:19
81;BuildIt Electronics Summer Member Offer – Week 42 (IT) 2026;0;https://example.com/campaigns/81;https://example.com/images/campaign-81.jpg;2026-03-24 16:17:18
82;HomePro Grocery Spring Limited Time – Week 33 (IT) 2026;1;https://example.com/campaigns/82;https://example.com/images/campaign-82.jpg;2025-12-07 13:23:25
83;TechWorld DIY Autumn Flash Sale – Week 8 (SE) 2025;1;https://example.com/campaigns/83;https://example.com/images/campaign-83.jpg;2026-05-28 11:42:00
84;HomePro Beauty Spring Member Offer – Week 10 (NL) 2026;1;https://example.com/campaigns/84;https://example.com/images/campaign-84.jpg;2026-01-05 08:14:33
85;BeautyBox Home & Living Spring Price Drop – Week 16 (ES) 2026;1;https://example.com/campaigns/85;https://example.com/images/campaign-85.jpg;2025-11-16 05:55:20
86;PetPal Pets Summer Price Drop – Week 41 (NL) 2026;1;https://example.com/campaigns/86;https://example.com/images/campaign-86.jpg;2025-10-04 15:53:14
87;FreshMart Pharmacy Autumn Flash Sale – Week 40 (AT) 2026;1;https://example.com/campaigns/87;https://example.com/images/campaign-87.jpg;2026-08-01 22:18:26
88;BuildIt Grocery Summer Member Offer – Week 51 (UK) 2026;1;https://example.com/campaigns/88;https://example.com/images/campaign-88.jpg;2025-10-07 22:06:52
89;StyleHub Home & Living Summer New Arrivals – Week 45 (CH) 2026;0;https://example.com/campaigns/89;https://example.com/images/campaign-89.jpg;2025-03-26 21:14:06
90;MarketPlus Grocery Summer Limited Time – Week 49 (FR) 2025;1;https://example.com/campaigns/90;https://example.com/images/campaign-90.jpg;2026-01-13 16:57:31
91;TechWorld DIY Summer Mega Savings – Week 9 (SE) 2026;1;https://example.com/campaigns/91;https://example.com/images/campaign-91.jpg;2025-06-14 16:32:10
92;StyleHub Fashion Autumn Member Offer – Week 38 (FR) 2025;0;https://example.com/campaigns/92;https://example.com/images/campaign-92.jpg;2025-11-13 06:59:00
93;BeautyBox Home & Living Winter Weekend Deals – Week 40 (UK) 2025;1;https://example.com/campaigns/93;https://example.com/images/campaign-93.jpg;2025-04-13 08:51:39
94;TechWorld Fashion Spring Clearance – Week 30 (IT) 2026;1;https://example.com/campaigns/94;https://example.com/images/campaign-94.jpg;2026-07-24 19:05:05
95;TechWorld Electronics Spring Member Offer – Week 16 (PL) 2026;1;https://example.com/campaigns/95;https://example.com/images/campaign-95.jpg;2025-05-11 21:11:10
96;PetPal Grocery Autumn Limited Time – Week 20 (SE) 2026;1;https://example.com/campaigns/96;https://example.com/images/campaign-96.jpg;2026-09-08 05:48:55
97;PetPal Fashion Summer Member Offer – Week 33 (FR) 2025;0;https://example.com/campaigns/97;https://example.com/images/campaign-97.jpg;2026-08-25 07:11:05
98;PetPal Home & Living Summer Hot Picks – Week 48 (ES) 2025;1;https://example.com/campaigns/98;https://example.com/images/campaign-98.jpg;2026-10-06 06:27:08
99;SportZone Pharmacy Spring Price Drop – Week 41 (ES) 2025;0;https://example.com/campaigns/99;https://example.com/images/campaign-99.jpg;2026-03-19 02:50:23
100;HomePro Sports Autumn New Arrivals – Week 16 (FR) 2025;1;https://example.com/campaigns/100;https://example.com/images/campaign-100.jpg;2025-07-14 00:19:20
101;PetPal Sports Spring Limited Time – Week 5 (FR) 2025;1;https://example.com/campaigns/101;https://example.com/images/campaign-101.jpg;2026-06-01 02:37:22
102;PetPal Beauty Winter Hot Picks – Week 41 (IT) 2025;1;https://example.com/campaigns/102;https://example.com/images/campaign-102.jpg;2025-12-09 04:37:58
103;PetPal Beauty Winter Price Drop – Week 31 (IT) 2026;1;https://example.com/campaigns/103;https://example.com/images/campaign-103.jpg;2025-05-08 08:24:09
104;SportZone Beauty Autumn New Arrivals – Week 6 (SE) 2025;1;https://example.com/campaigns/104;https://example.com/images/campaign-104.jpg;2027-01-01 12:37:29
105;TechWorld Pets Autumn Price Drop – Week 12 (PL) 2025;1;https://example.com/campaigns/105;https://example.com/images/campaign-105.jpg;2026-11-23 12:06:00
106;StyleHub Home & Living Summer Price Drop – Week 48 (CH) 2026;1;https://example.com/campaigns/106;https://example.com/images/campaign-106.jpg;2025-06-14 09:24:25
107;MarketPlus Sports Autumn Limited Time – Week 46 (PL) 2025;0;https://example.com/campaigns/107;https://example.com/images/campaign-107.jpg;2025-08-19 21:45:55
108;DailySave DIY Summer Mega Savings – Week 21 (AT) 2025;1;https://example.com/campaigns/108;https://example.com/images/campaign-108.jpg;2025-12-11 16:32:04
109;TechWorld Grocery Spring Member Offer – Week 52 (FR) 2026;1;https://example.com/campaigns/109;https://example.com/images/campaign-109.jpg;2025-07-06 23:47:13
110;TechWorld Sports Summer Member Offer – Week 42 (UK) 2026;0;https://example.com/campaigns/110;https://example.com/images/campaign-110.jpg;2026-07-15 17:16:22
111;BeautyBox Pharmacy Spring Limited Time – Week 51 (FR) 2025;1;https://example.com/campaigns/111;https://example.com/images/campaign-111.jpg;2026-03-25 23:38:08
112;BuildIt DIY Autumn Flash Sale – Week 18 (UK) 2026;1;https://example.com/campaigns/112;https://example.com/images/campaign-112.jpg;2026-05-08 22:32:32
113;PetPal Fashion Spring Weekend Deals – Week 50 (UK) 2026;1;https://example.com/campaigns/113;https://example.com/images/campaign-113.jpg;2026-06-15 17:59:52
114;StyleHub Home & Living Spring Clearance – Week 2 (ES) 2025;1;https://example.com/campaigns/114;https://example.com/images/campaign-114.jpg;2026-07-05 18:21:17
115;StyleHub Pets Winter Hot Picks – Week 21 (FR) 2026;0;https://example.com/campaigns/115;https://example.com/images/campaign-115.jpg;2026-10-27 07:14:18
116;StyleHub Grocery Summer Member Offer – Week 41 (CH) 2026;1;https://example.com/campaigns/116;https://example.com/images/campaign-116.jpg;2026-04-27 10:26:49
117;TechWorld Pharmacy Summer Hot Picks – Week 16 (NL) 2025;1;https://example.com/campaigns/117;https://example.com/images/campaign-117.jpg;2026-01-17 23:04:42
118;PetPal Electronics Summer Clearance – Week 4 (SE) 2025;1;https://example.com/campaigns/118;https://example.com/images/campaign-118.jpg;2026-08-02 01:31:33
119;StyleHub Electronics Winter Clearance – Week 50 (UK) 2026;1;https://example.com/campaigns/119;https://example.com/images/campaign-119.jpg;2025-09-09 16:07:19
120;BuildIt Fashion Summer Price Drop – Week 41 (AT) 2025;1;https://example.com/campaigns/120;https://example.com/images/campaign-120.jpg;2025-07-27 21:26:20
121;HomePro Pets Autumn New Arrivals – Week 41 (SE) 2026;1;https://example.com/campaigns/121;https://example.com/images/campaign-121.jpg;2026-08-22 13:22:00
122;FreshMart Pets Summer Price Drop – Week 42 (CH) 2025;1;https://example.com/campaigns/122;https://example.com/images/campaign-122.jpg;2026-03-22 01:48:05
123;StyleHub Pets Autumn Limited Time – Week 22 (ES) 2025;1;https://example.com/campaigns/123;https://example.com/images/campaign-123.jpg;2025-08-22 06:13:53
124;TechWorld Fashion Summer New Arrivals – Week 38 (PL) 2026;1;https://example.com/campaigns/124;https://example.com/images/campaign-124.jpg;2025-07-14 00:11:58
125;MarketPlus Home & Living Spring Member Offer – Week 32 (ES) 2026;1;https://example.com/campaigns/125;https://example.com/images/campaign-125.jpg;2026-11-20 14:15:33
126;HomePro Electronics Winter Hot Picks – Week 42 (CH) 2026;0;https://example.com/campaigns/126;https://example.com/images/campaign-126.jpg;2026-12-11 06:35:40
127;BeautyBox DIY Winter Mega Savings – Week 35 (ES) 2025;1;https://example.com/campaigns/127;https://example.com/images/campaign-127.jpg;2026-03-24 23:16:19
128;PetPal Electronics Autumn Price Drop – Week 2 (DE) 2025;1;https://example.com/campaigns/128;https://example.com/images/campaign-128.jpg;2025-06-17 03:28:25
129;StyleHub Fashion Summer Clearance – Week 13 (FR) 2025;1;https://example.com/campaigns/129;https://example.com/images/campaign-129.jpg;2025-02-07 02:32:56
130;TechWorld DIY Summer Price Drop – Week 45 (CH) 2025;0;https://example.com/campaigns/130;https://example.com/images/campaign-130.jpg;2026-05-25 17:25:54
131;PetPal Pharmacy Summer Flash Sale – Week 5 (IT) 2026;0;https://example.com/campaigns/131;https://example.com/images/campaign-131.jpg;2026-11-08 02:37:52
132;SportZone Sports Summer Price Drop – Week 9 (ES) 2025;1;https://example.com/campaigns/132;https://example.com/images/campaign-132.jpg;2025-06-18 03:05:58
133;StyleHub Electronics Autumn New Arrivals – Week 1 (ES) 2026;1;https://example.com/campaigns/133;https://example.com/images/campaign-133.jpg;2026-01-07 04:12:19
134;FreshMart Beauty Summer Hot Picks – Week 45 (DE) 2026;1;https://example.com/campaigns/134;https://example.com/images/campaign-134.jpg;2026-11-18 18:56:11
135;PetPal DIY Winter Member Offer – Week 40 (NL) 2025;1;https://example.com/campaigns/135;https://example.com/images/campaign-135.jpg;2026-05-13 01:24:34
136;PetPal Electronics Spring Weekend Deals – Week 26 (IT) 2025;1;https://example.com/campaigns/136;https://example.com/images/campaign-136.jpg;2026-12-18 19:16:25
137;TechWorld Fashion Spring Hot Picks – Week 9 (NL) 2025;1;https://example.com/campaigns/137;https://example.com/images/campaign-137.jpg;2026-08-17 23:20:21
138;MarketPlus Electronics Autumn New Arrivals – Week 6 (AT) 2026;0;https://example.com/campaigns/138;https://example.com/images/campaign-138.jpg;2025-03-21 09:31:59
139;TechWorld DIY Winter Price Drop – Week 30 (IT) 2025;0;https://example.com/campaigns/139;https://example.com/images/campaign-139.jpg;2026-09-29 19:33:19
140;PetPal Sports Autumn Hot Picks – Week 41 (NL) 2026;1;https://example.com/campaigns/140;https://example.com/images/campaign-140.jpg;2025-08-18 23:35:33
141;PetPal Electronics Winter Clearance – Week 16 (IT) 2026;1;https://example.com/campaigns/141;https://example.com/images/campaign-141.jpg;2026-12-18 14:10:22
142;HomePro Sports Autumn Clearance – Week 43 (CH) 2025;0;https://example.com/campaigns/142;https://example.com/images/campaign-142.jpg;2025-04-21 15:59:34
143;TechWorld Pets Summer Mega Savings – Week 43 (PL) 2026;0;https://example.com/campaigns/143;https://example.com/images/campaign-143.jpg;2025-05-05 09:58:55
144;DailySave Electronics Summer Member Offer – Week 38 (IT) 2026;1;https://example.com/campaigns/144;https://example.com/images/campaign-144.jpg;2025-11-20 15:54:41
145;MarketPlus Fashion Autumn Flash Sale – Week 34 (SE) 2026;1;https://example.com/campaigns/145;https://example.com/images/campaign-145.jpg;2026-10-09 01:16:13
146;SportZone Beauty Autumn Member Offer – Week 14 (AT) 2026;1;https://example.com/campaigns/146;https://example.com/images/campaign-146.jpg;2025-08-12 06:08:00
147;HomePro DIY Autumn Mega Savings – Week 6 (UK) 2026;1;https://example.com/campaigns/147;https://example.com/images/campaign-147.jpg;2025-08-30 15:13:09
148;SportZone Grocery Winter Mega Savings – Week 40 (FR) 2025;0;https://example.com/campaigns/148;https://example.com/images/campaign-148.jpg;2025-08-16 15:56:57
149;HomePro Beauty Winter Mega Savings – Week 50 (FR) 2025;0;https://example.com/campaigns/149;https://example.com/images/campaign-149.jpg;2025-08-30 16:05:49
150;FreshMart Grocery Summer Price Drop – Week 52 (PL) 2025;1;https://example.com/campaigns/150;https://example.com/images/campaign-150.jpg;2025-02-10 13:15:46
151;FreshMart Pharmacy Autumn Mega Savings – Week 13 (SE) 2026;0;https://example.com/campaigns/151;https://example.com/images/campaign-151.jpg;2025-01-23 20:06:07
152;SportZone Home & Living Summer Flash Sale – Week 36 (UK) 2025;1;https://example.com/campaigns/152;https://example.com/images/campaign-152.jpg;2025-04-03 08:49:06
153;BeautyBox Sports Winter Price Drop – Week 12 (CH) 2026;0;https://example.com/campaigns/153;https://example.com/images/campaign-153.jpg;2025-04-07 00:54:06
154;BeautyBox Pharmacy Autumn Member Offer – Week 48 (SE) 2025;1;https://example.com/campaigns/154;https://example.com/images/campaign-154.jpg;2025-06-27 07:17:02
155;BuildIt Pets Autumn Mega Savings – Week 9 (DE) 2026;1;https://example.com/campaigns/155;https://example.com/images/campaign-155.jpg;2026-07-05 16:44:40
156;DailySave Electronics Autumn Mega Savings – Week 31 (ES) 2026;0;https://example.com/campaigns/156;https://example.com/images/campaign-156.jpg;2025-07-29 13:30:40
157;BuildIt Beauty Spring Member Offer – Week 3 (AT) 2026;1;https://example.com/campaigns/157;https://example.com/images/campaign-157.jpg;2025-07-31 13:53:26
158;FreshMart Pharmacy Spring Hot Picks – Week 42 (NL) 2025;1;https://example.com/campaigns/158;https://example.com/images/campaign-158.jpg;2025-08-13 19:07:32
159;HomePro Beauty Summer Mega Savings – Week 49 (PL) 2025;1;https://example.com/campaigns/159;https://example.com/images/campaign-159.jpg;2025-01-06 11:21:35
160;BeautyBox Electronics Autumn Limited Time – Week 43 (DE) 2026;1;https://example.com/campaigns/160;https://example.com/images/campaign-160.jpg;2026-10-28 20:55:23
161;BuildIt Pets Autumn New Arrivals – Week 10 (AT) 2025;0;https://example.com/campaigns/161;https://example.com/images/campaign-161.jpg;2026-03-19 03:10:53
162;BuildIt Grocery Autumn Member Offer – Week 12 (DE) 2025;1;https://example.com/campaigns/162;https://example.com/images/campaign-162.jpg;2026-11-10 13:19:38
163;TechWorld Beauty Autumn Mega Savings – Week 34 (CH) 2026;0;https://example.com/campaigns/163;https://example.com/images/campaign-163.jpg;2026-07-17 01:26:09
164;MarketPlus Beauty Autumn New Arrivals – Week 42 (PL) 2025;1;https://example.com/campaigns/164;https://example.com/images/campaign-164.jpg;2026-01-02 03:06:14
165;MarketPlus Sports Autumn Flash Sale – Week 35 (ES) 2026;1;https://example.com/campaigns/165;https://example.com/images/campaign-165.jpg;2025-05-11 10:20:19
166;HomePro Sports Autumn Clearance – Week 40 (PL) 2025;1;https://example.com/campaigns/166;https://example.com/images/campaign-166.jpg;2025-08-09 21:02:06
167;TechWorld Fashion Winter Limited Time – Week 18 (DE) 2026;1;https://example.com/campaigns/167;https://example.com/images/campaign-167.jpg;2025-02-23 12:18:37
168;PetPal Grocery Autumn Hot Picks – Week 9 (ES) 2026;1;https://example.com/campaigns/168;https://example.com/images/campaign-168.jpg;2026-01-15 11:46:15
169;TechWorld Electronics Autumn Weekend Deals – Week 21 (SE) 2026;1;https://example.com/campaigns/169;https://example.com/images/campaign-169.jpg;2026-12-20 12:11:27
170;SportZone Beauty Summer Price Drop – Week 37 (CH) 2025;0;https://example.com/campaigns/170;https://example.com/images/campaign-170.jpg;2025-11-28 17:57:12
171;PetPal DIY Autumn Limited Time – Week 4 (AT) 2025;0;https://example.com/campaigns/171;https://example.com/images/campaign-171.jpg;2026-07-22 05:06:08
172;HomePro Electronics Autumn Price Drop – Week 8 (FR) 2025;1;https://example.com/campaigns/172;https://example.com/images/campaign-172.jpg;2026-05-21 13:00:31
173;BeautyBox Electronics Summer Clearance – Week 5 (ES) 2026;1;https://example.com/campaigns/173;https://example.com/images/campaign-173.jpg;2026-11-14 23:48:11
174;SportZone Pets Winter Weekend Deals – Week 16 (UK) 2025;0;https://example.com/campaigns/174;https://example.com/images/campaign-174.jpg;2026-06-20 05:49:21
175;TechWorld Grocery Summer Weekend Deals – Week 50 (CH) 2025;1;https://example.com/campaigns/175;https://example.com/images/campaign-175.jpg;2025-02-07 19:33:50
